"priority_rank","ignore_rank","warehouse","category","priority_score","completed_stays","historical_long_stays","historical_long_stay_rate_pct","open_stays","open_long_stays","open_long_stay_rate_pct","max_open_dwell_hours"
NULL,1,"phase2noidahub_del noida","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"phase3noida hub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"phase3noida hub delhi","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"phirangipuram","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"phooltalahub_kol kolkata","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"phullanwalodh_phu","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"phullanwalodh_phu ludhiana","Ignore",0.00,14,0,0.00,2,0,0.00,14.94
NULL,1,"phulpur","Ignore",0.00,0,0,0.00,1,0,0.00,23.01
NULL,1,"pichatur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pichaturodh_put pichatur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"picnic garden","Ignore",0.00,0,0,0.00,4,0,0.00,33.05
NULL,1,"picnic garden-tml, kolkata, west bengal","Ignore",0.00,0,0,0.00,1,0,0.00,14.95
NULL,1,"piduguralla","Ignore",0.00,2,0,0.00,1,0,0.00,50.69
NULL,1,"piduguralla reach","Ignore",0.00,0,0,0.00,2,0,0.00,27.52
NULL,1,"pidugurallaodh_stn piduguralla","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"pilani","Ignore",0.00,1,0,0.00,2,0,0.00,24.77
NULL,1,"pilani hub pilani","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pilani vk plaza","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"pilibhit","Ignore",0.00,1,0,0.00,2,0,0.00,14.70
NULL,1,"pilibhithub_pii pilibhit","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pilicode-tml, kasargode, kerala","Ignore",0.00,0,0,0.00,1,0,0.00,14.62
NULL,1,"pimpri and chinchwad","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pimpri chinchwad, maharashtra, in","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pimpri hub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pinarayi, pinarayi, kerala","Ignore",0.00,0,0,0.00,1,0,0.00,38.92
NULL,1,"pinjore","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"pinjoreodh_pnj pinjore","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"pinkcity hub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pinkcity hub jaipur","Ignore",0.00,14,0,0.00,2,0,0.00,14.63
NULL,1,"pinki panchal tea stall panipat","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pipiganghub_gop gorakhpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pipilimdh_nmp puri","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"piravomosh_pvm kottayam","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"pitampurahub_del","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"pitampurahub_del delhi","Ignore",0.00,17,0,0.00,0,0,0.00,0.00
NULL,1,"pithampur, pithampur, madhya pradesh","Ignore",0.00,0,0,0.00,2,0,0.00,14.67
NULL,1,"pithapuramhub_pdm east godavari","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pithoragarh","Ignore",0.00,1,0,0.00,3,0,0.00,28.10
NULL,1,"pitm","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pkcorporatebhadrachalamodh_bdm","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pks easy service salem","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"playstore the digital hub thodupuzha","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pmc warehouse","Ignore",0.00,0,0,0.00,1,0,0.00,15.02
NULL,1,"pnj ground warehouse","Ignore",0.00,29,0,0.00,1,0,0.00,14.47
NULL,1,"pnpalayam hub coimbatore","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"pnq/jmr, pune, maharashtra","Ignore",0.00,1,0,0.00,2,0,0.00,14.62
NULL,1,"pnq/nhr-tml, pune, maharashtra","Ignore",0.00,0,0,0.00,3,0,0.00,33.13
NULL,1,"pnq/tlg, telegaon, maharashtra","Ignore",0.00,0,0,0.00,1,0,0.00,15.21
NULL,1,"pnr service centre","Ignore",0.00,5,0,0.00,1,0,0.00,15.72
NULL,1,"pochampalli","Ignore",0.00,0,0,0.00,1,0,0.00,29.99
NULL,1,"pokhran","Ignore",0.00,0,0,0.00,1,0,0.00,25.68
NULL,1,"policy servicing centre (premium point ) kannur","Ignore",0.00,0,0,0.00,1,0,0.00,15.81
NULL,1,"pollachi hub coimbatore","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"pond","Ignore",0.00,0,0,0.00,2,0,0.00,14.77
NULL,1,"ponda","Ignore",0.00,2,0,0.00,1,0,0.00,24.81
NULL,1,"ponda hub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ponda hub ponda","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"ponda, ponda goa, goa","Ignore",0.00,1,0,0.00,1,0,0.00,38.97
NULL,1,"pondicherry","Ignore",0.00,9,0,0.00,3,0,0.00,45.76
NULL,1,"pondicherry mini hub","Ignore",0.00,76,0,0.00,7,0,0.00,23.63
NULL,1,"pondichery, kuruchikuppam, tamil nadu","Ignore",0.00,7,0,0.00,0,0,0.00,0.00
NULL,1,"ponkunnam","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ponnampet","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ponnoth home thrissur","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"ponnur","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"ponnurhub_pnr ponnur","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"pooja kirana store gautam buddha nagar","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"poojakiranastore new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"poojapura","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"poojapurahub_pja poojapura","Ignore",0.00,2,0,0.00,1,0,0.00,15.60
NULL,1,"poonchodh_pnh","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"poonchodh_pnh poonch","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"poranki reach","Ignore",0.00,0,0,0.00,1,0,0.00,14.53
NULL,1,"porbandar","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"porbandarhub_por","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"porbandarhub_por porbandar","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"porur","Ignore",0.00,0,0,0.00,2,0,0.00,16.53
NULL,1,"porvorim","Ignore",0.00,3,0,0.00,1,0,0.00,19.35
NULL,1,"porvorim hub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"porvorim hub porvorim","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"prabhat road hub","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"prabhat road hub pune","Ignore",0.00,16,0,0.00,0,0,0.00,0.00
NULL,1,"pradeep kashyap kirana gautam buddha nagar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pradhannagar, siliguri, west bengal","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pradip mahesana","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"prajapati services kanpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"prakasam","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pranav fast food haridwar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pratap jenral store gurgaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pratapgarh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pratapgarhhub_chi chittorgarh","Ignore",0.00,3,0,0.00,1,0,0.00,15.51
NULL,1,"pratapgarhhub_ptp pratapgarh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"prateek new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"prayagraj","Ignore",0.00,9,0,0.00,15,0,0.00,16.52
NULL,1,"prayagraj (prgn)","Ignore",0.00,0,0,0.00,1,0,0.00,34.66
NULL,1,"prayat hariyude kada chengannur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"prince shop new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"prince store new delhi","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"princyajwabridgeodh_ajw vadodara","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"princyankleshwarodh_ank","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"princyankleshwarodh_ank ankleshwar","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"princychandkhedaodh_amd ahmedabad","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"princyghodasarodh_amd ahmedabad","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"princykhambatodh_kha ahmedabad","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"princypalesadodh_pal petlad","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"princysanandodh_snd","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"princysarigamodh_sar sarigam","Ignore",0.00,1,0,0.00,1,0,0.00,15.66
NULL,1,"princysciencecityodh_sci","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"princysciencecityodh_sci ahmedabad","Ignore",0.00,25,0,0.00,0,0,0.00,0.00
NULL,1,"pritam kumar new delhi","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"priyanka store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"prodattur","Ignore",0.00,6,0,0.00,1,0,0.00,14.36
NULL,1,"prodatturhub_pdt","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"prodatturhub_pdt prodattur","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"psk electrical neyveli","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pudhuchery","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"puducherry","Ignore",0.00,1,0,0.00,1,0,0.00,14.52
NULL,1,"pudukottai","Ignore",0.00,2,0,0.00,1,0,0.00,29.14
NULL,1,"pudukottai hub pudukottai","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"punalur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pune warehouse","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"punganur","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"punganurhub_pgn punganur","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"punith kumar s home bangalore","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pupri","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"purasawalkam","Ignore",0.00,0,0,0.00,1,0,0.00,14.45
NULL,1,"purbalok","Ignore",0.00,713,0,0.00,6,0,0.00,30.42
NULL,1,"puri","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"puri expansion","Ignore",0.00,0,0,0.00,2,0,0.00,15.17
NULL,1,"purihub_pur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"purihub_pur puri","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"purnea office","Ignore",0.00,0,0,0.00,4,0,0.00,15.50
NULL,1,"purnia","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"purniahub_prn purnia","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pursotampur, purshotampur, orissa","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"purulia","Ignore",0.00,1,0,0.00,1,0,0.00,15.25
NULL,1,"puruliahub_prr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pusad","Ignore",0.00,2,0,0.00,1,0,0.00,26.31
NULL,1,"pusadhub_psd","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pushkar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"pushpak store mumbai","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"puthukadhub_put thrissur","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"puthyangadi, kannur, kerala","Ignore",0.00,0,0,0.00,1,0,0.00,16.15
NULL,1,"puttaparthi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"puttaparthimdh_put puttaparthi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"puttaparthy","Ignore",0.00,0,0,0.00,1,0,0.00,14.87
NULL,1,"puttur","Ignore",0.00,5,0,0.00,2,0,0.00,31.75
NULL,1,"putturhub_ptr puttur","Ignore",0.00,2,0,0.00,1,0,0.00,15.66
NULL,1,"quilandi bazar","Ignore",0.00,1,0,0.00,1,0,0.00,15.32
NULL,1,"r t nagar service centre","Ignore",0.00,3,0,0.00,5,0,0.00,28.20
NULL,1,"raavi kite store nagpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"radhanpur","Ignore",0.00,0,0,0.00,1,0,0.00,33.10
NULL,1,"radharani house medinipur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"raebareili","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"raebareli","Ignore",0.00,0,0,0.00,3,0,0.00,15.25
NULL,1,"raebareli, raebareli, uttar pradesh","Ignore",0.00,0,0,0.00,2,0,0.00,34.49
NULL,1,"rafiganj","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rafiganjhub_awb rafiganj","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"raghav couching gautam buddha nagar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"raghunath home bangalore","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rahata, rahata, maharashtra","Ignore",0.00,0,0,0.00,1,0,0.00,38.79
NULL,1,"rahatgarh, rahatgarh, madhya pradesh","Ignore",0.00,0,0,0.00,1,0,0.00,40.52
NULL,1,"rahonmdh_rhn nawanshahr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rahul b pawar palghar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rahul disk world mysore","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rahul r home kollam","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rahul store gurgaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rahul welding store new delhi","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"rai/chg raipur","Ignore",0.00,63,0,0.00,0,0,0.00,0.00
NULL,1,"raichur hub raichur","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"raichur, raichur, karnataka","Ignore",0.00,0,0,0.00,1,0,0.00,42.81
NULL,1,"raiganj","Ignore",0.00,7,0,0.00,1,0,0.00,24.56
NULL,1,"raiganjhub_rgj","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"raiganjhub_rgj raiganj","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"raigarh","Ignore",0.00,10,0,0.00,2,0,0.00,30.43
NULL,1,"raigarhhub_rgh raigarh","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"raikwar store noida","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"railwaycolonyhub_bvm bhimavaram","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"raipur cg - rip","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"raipur e-tail","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"raipur hub","Ignore",0.00,274,0,0.00,20,0,0.00,37.45
NULL,1,"raipur hub raipur","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"raipur rani, ambala, haryana","Ignore",0.00,0,0,0.00,2,0,0.00,15.18
NULL,1,"raipur, raipur, chhattisgarh","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"raipurcityhub_rpr","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"raipurcitysplithub_rpr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"raipurcitysplithub_rpr raipur","Ignore",0.00,5,0,0.00,0,0,0.00,0.00
NULL,1,"rairakholmdh_rai rairakhol","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"raisinghnagar","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"raisinghnagar, raisinghnagar, rajasthan","Ignore",0.00,0,0,0.00,1,0,0.00,35.76
NULL,1,"raj bhati kirana greater noida","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"raj chauhan store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"raj kirana shadnagar","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"raj kishor store bokajan","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"raj kumar new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"raj store banswara","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"raj traders kanpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajabazar hub patna","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajahmahendravaram","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajahmundary","Ignore",0.00,10,0,0.00,0,0,0.00,0.00
NULL,1,"rajahmundry","Ignore",0.00,1,0,0.00,2,0,0.00,15.38
NULL,1,"rajahmundry hub rajahmundary","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajahmundry, andhra pradesh, in","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"rajahmundry, rajahmundry, andhra pradesh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajajinagar hub","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajajinagar hub bengaluru","Ignore",0.00,8,0,0.00,0,0,0.00,0.00
NULL,1,"rajajipuramhub_lko lucknow","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajamanikam tea stall salem","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajampet","Ignore",0.00,2,0,0.00,1,0,0.00,14.72
NULL,1,"rajan dexter gurgaon","Ignore",0.00,1,0,0.00,1,0,0.00,14.56
NULL,1,"rajan store faridabad","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajanagaramhub_rjy rajahmundry","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajapalayamhub_rjpm virudhunagar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajarajeshwari nagar","Ignore",0.00,4,0,0.00,7,0,0.00,15.60
NULL,1,"rajarajeswarinagarhub_blr bangalore","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"rajaram birds shop tuticorin","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajarhat, rajarhat, west bengal","Ignore",0.00,1,0,0.00,1,0,0.00,15.82
NULL,1,"rajat grocery shop bareilly","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajat ram rupnagar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajdhamhub_rjd purnia","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajeev boby dharamasala","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajeev chowk (rjcx)","Ignore",0.00,16,0,0.00,0,0,0.00,0.00
NULL,1,"rajender singh kirana gautam buddha nagar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajender sirsa","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"rajendranagar hub indore","Ignore",0.00,7,0,0.00,0,0,0.00,0.00
NULL,1,"rajendraparkhub_del","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"rajendraparkhub_del new delhi","Ignore",0.00,16,0,0.00,2,0,0.00,16.84
NULL,1,"rajesh general store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajesh house bangalore","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajesh kirana new delhi","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"rajgarh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajgarh(bia)","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"rajgarh, rajgarh, rajasthan","Ignore",0.00,0,0,0.00,1,0,0.00,38.11
NULL,1,"rajim, abhanpur, chhattisgarh","Ignore",0.00,0,0,0.00,2,0,0.00,39.47
NULL,1,"rajivnagar hub patna","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"rajjan store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajkanikahub_rjk kendrapara","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajkot - rjt","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajkot cod centre","Ignore",0.00,0,0,0.00,1,0,0.00,31.33
NULL,1,"rajkot hub","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"rajkot hub rajkot","Ignore",0.00,15,0,0.00,0,0,0.00,0.00
NULL,1,"rajkot, rajkot, gujarat","Ignore",0.00,0,0,0.00,1,0,0.00,14.58
NULL,1,"rajkotvavadihub_vav rajkot","Ignore",0.00,8,0,0.00,0,0,0.00,0.00
NULL,1,"rajkumar home traders pernambut","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajlaxmi enterprises beed","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"rajnandgaon","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"rajnandgaon, chhattisgarh, in","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajnandgaonhub_rjn","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"rajnandgaonhub_rjn rajnandgaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajni store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajpura","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajpura, rajpura, punjab","Ignore",0.00,0,0,0.00,1,0,0.00,27.16
NULL,1,"rajpurahub_raa rajpura","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajpurahubtemp_raa","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajpurroadhub_ded","Ignore",0.00,8,0,0.00,0,0,0.00,0.00
NULL,1,"rajpurroadhub_ded dehradun","Ignore",0.00,12,0,0.00,2,0,0.00,15.07
NULL,1,"raju general store new delhi","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"raju katta nalgonda","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"raju kirana bareilly","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"raju shop gurgaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rajveer store nadiad","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"rajvir store gurgaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rakesh home store bangalore","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ram magan tripathi gurgaon","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ram nagar -uttarancha","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ram prasad kirana store fatehpur","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rama road","Ignore",0.00,14,0,0.00,0,0,0.00,0.00
NULL,1,"ramachandrapuramhub_mdp","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ramachandrapuramhub_mdp mandapeta / ramachandrapuram","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"ramamuthynagarhub_blr","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ramamuthynagarhub_blr bangalore","Ignore",0.00,6,0,0.00,0,0,0.00,0.00
NULL,1,"raman","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"ramanagar","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ramanagarahub_rmg ramanagar","Ignore",0.00,0,0,0.00,1,0,0.00,14.70
NULL,1,"ramanathapuram","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"ramanathapuramhub_rtp ramanathapuram","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ramaroadhub_del","Ignore",0.00,8,0,0.00,0,0,0.00,0.00
NULL,1,"ramaroadhub_del delhi","Ignore",0.00,45,0,0.00,1,0,0.00,15.25
NULL,1,"rambagh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rambaghhub_rmb","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"rambaghhub_rmb allahabad","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"ramdev bhuj","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ramesh kirana medak","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ramesh master kirana hyderabad","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rameshwar mali store bhilwara","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ramganjhub_ram ramganj","Ignore",0.00,3,0,0.00,0,0,0.00,0.00
NULL,1,"ramgarh","Ignore",0.00,4,0,0.00,0,0,0.00,0.00
NULL,1,"ramgarh bdel","Ignore",0.00,0,0,0.00,1,0,0.00,16.18
NULL,1,"ramgarhhub_rmt ramgarh","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"ramnagarmdh_rnr narkatiaganj","Ignore",0.00,2,0,0.00,0,0,0.00,0.00
NULL,1,"rampur_up1, rampur, uttar pradesh","Ignore",0.00,0,0,0.00,1,0,0.00,14.72
NULL,1,"rampura phul","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
NULL,1,"rampuraphulhub_phu","Ignore",0.00,1,0,0.00,0,0,0.00,0.00
